CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LATracts1,LATracts10,LAPOP1_10,LALOWI1_10,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
41039004501,Oregon,Lane County,1,2480,1404,0,26,1.05,0,0,1,24.2,60481,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1337,240,261,2161,30,91,5,35,158,165,206,345
41039004502,Oregon,Lane County,1,3370,1707,0,109,3.23,0,0,0,17.5,62569,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1541,452,202,2869,53,78,9,40,321,391,307,415
41039004600,Oregon,Lane County,1,2644,1198,0,5,0.19,0,0,0,13.7,69318,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,827,459,292,2363,45,44,2,23,167,146,42,274
41039004700,Oregon,Lane County,1,3511,1632,0,0,0.00,0,0,1,21.0,91302,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1579,532,407,3167,41,79,3,36,185,167,156,380
41039004800,Oregon,Lane County,1,4662,2069,0,187,4.01,0,0,1,45.1,36909,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3262,421,202,3837,65,410,9,42,299,244,491,479
41039004900,Oregon,Lane County,1,4372,1702,0,231,5.28,0,0,1,27.5,112031,0,0,0,19,2,19,0.45,2,0.05,4,0.10,3,0.07,18,0.42,0,0.01,0,0.01,0,0.00,0,0.00,1,0.01,1,0.02,0,0.01,1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709,597,494,3902,51,187,7,20,205,178,105,190
41039005000,Oregon,Lane County,1,5080,2170,0,6,0.12,0,0,0,14.8,75825,1,1,0,996,165,996,19.60,165,3.25,228,4.48,100,1.96,895,17.61,13,0.25,34,0.67,0,0.00,8,0.15,47,0.92,52,1.02,0,0.02,47,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1613,1024,584,4508,58,155,8,46,305,281,97,254
41039005100,Oregon,Lane County,1,3118,1500,0,26,0.83,0,0,0,17.3,58676,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1515,536,403,2691,38,84,5,50,250,194,119,301
41039005200,Oregon,Lane County,1,2086,982,0,0,0.00,0,0,0,7.0,88798,0,0,0,11,3,11,0.54,3,0.14,3,0.13,1,0.06,11,0.50,0,0.00,0,0.01,0,0.00,0,0.00,1,0.03,0,0.00,0,0.01,0,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,352,432,1911,11,62,0,11,91,71,41,107
41039005300,Oregon,Lane County,1,2479,1030,0,52,2.10,0,0,0,7.9,80700,0,0,0,292,86,292,11.80,86,3.46,53,2.15,53,2.14,270,10.89,1,0.04,7,0.27,3,0.12,1,0.05,11,0.44,9,0.36,2,0.16,14,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,627,464,403,2238,28,55,4,16,138,108,10,115
41039005400,Oregon,Lane County,1,5169,2270,0,10,0.19,0,0,0,3.3,100515,1,1,0,640,120,640,12.39,120,2.31,100,1.93,92,1.78,597,11.56,4,0.09,12,0.23,0,0.00,2,0.04,24,0.47,20,0.38,15,0.67,16,0.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,887,998,881,4667,42,177,9,28,246,202,86,127
41041950100,Oregon,Lincoln County,0,3347,1387,0,8,0.24,0,1,1,21.0,49375,0,0,0,0,0,3326,99.37,1415,42.26,603,18.01,646,19.30,3054,91.26,9,0.27,12,0.36,0,0.00,89,2.67,161,4.81,173,5.17,100,7.21,331,23.90,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,1417,606,653,3075,9,12,0,90,161,173,94,326
41041950303,Oregon,Lincoln County,1,1339,647,0,1,0.07,0,0,0,12.4,68988,0,0,0,256,47,256,19.10,47,3.51,28,2.07,87,6.51,237,17.68,1,0.07,9,0.66,0,0.00,3,0.25,6,0.44,4,0.27,5,0.79,11,1.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,180,409,1188,9,43,6,34,59,84,27,63
41041950304,Oregon,Lincoln County,1,3238,1475,0,86,2.66,0,0,1,22.4,52992,0,0,0,101,36,101,3.12,36,1.10,11,0.34,29,0.90,93,2.88,0,0.00,0,0.00,0,0.00,6,0.19,2,0.06,2,0.06,2,0.15,11,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1616,580,742,2714,7,30,3,105,379,438,148,352
41041950400,Oregon,Lincoln County,1,3871,1802,0,42,1.08,0,0,1,21.5,36682,0,0,0,211,126,211,5.45,126,3.26,54,1.39,29,0.76,161,4.16,1,0.02,1,0.03,0,0.00,5,0.14,42,1.10,42,1.09,13,0.70,30,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2259,701,690,3219,18,53,3,149,429,534,264,599
41041950601,Oregon,Lincoln County,0,2519,1249,0,7,0.28,0,0,0,10.4,60929,0,0,0,0,0,1766,70.12,477,18.93,163,6.46,613,24.35,1635,64.92,7,0.30,26,1.03,0,0.00,37,1.46,61,2.42,46,1.82,10,0.78,94,7.54,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,626,295,792,2332,9,32,1,56,89,79,18,124
41041950602,Oregon,Lincoln County,0,2165,1110,0,15,0.69,0,0,0,10.1,58750,0,0,0,NA,NA,1450,66.99,336,15.51,140,6.46,428,19.76,1351,62.38,0,0.00,17,0.79,3,0.14,22,1.01,58,2.68,67,3.09,20,1.77,126,11.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,206,646,1994,0,26,4,33,108,110,58,205
41041950800,Oregon,Lincoln County,1,3172,1524,0,2,0.06,1,0,1,12.9,53934,1,1,0,2229,783,2229,70.27,783,24.67,352,11.10,611,19.27,2023,63.78,13,0.41,12,0.38,3,0.09,26,0.83,152,4.78,221,6.95,70,4.58,178,11.70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1193,544,873,2878,17,31,5,52,189,275,123,273
41041950900,Oregon,Lincoln County,1,3371,1358,0,47,1.39,0,0,1,21.5,64758,0,0,0,191,30,191,5.66,30,0.88,36,1.06,34,1.01,165,4.88,0,0.00,3,0.10,1,0.03,7,0.22,15,0.43,13,0.37,5,0.38,13,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1486,823,533,2722,12,61,6,97,473,604,86,246
41041951000,Oregon,Lincoln County,1,2276,938,0,195,8.57,0,0,1,20.9,43125,0,0,0,14,7,14,0.62,7,0.31,2,0.07,4,0.16,14,0.60,0,0.00,0,0.00,0,0.00,0,0.00,0,0.02,0,0.02,1,0.07,2,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888,425,251,1768,25,57,4,48,374,457,85,286
41041951100,Oregon,Lincoln County,1,1633,749,0,77,4.72,0,0,0,15.0,67738,0,0,0,427,166,427,26.15,166,10.18,49,2.98,128,7.87,406,24.89,2,0.10,3,0.18,0,0.00,7,0.42,9,0.56,21,1.27,17,2.21,50,6.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,653,239,373,1448,11,21,3,21,129,215,70,179
41041951200,Oregon,Lincoln County,0,1923,903,0,3,0.16,0,0,0,6.9,58750,0,0,0,NA,NA,1907,99.19,636,33.05,302,15.69,473,24.58,1780,92.57,2,0.10,16,0.82,2,0.10,31,1.61,77,3.98,56,2.89,28,3.15,118,13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,304,475,1794,2,16,2,31,78,57,31,133
41041951300,Oregon,Lincoln County,1,2475,991,0,4,0.16,0,0,0,11.4,61136,1,1,0,1163,227,1163,46.99,227,9.17,200,8.10,216,8.72,1088,43.96,2,0.08,11,0.44,1,0.04,24,0.96,37,1.51,44,1.78,9,0.88,70,7.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,664,494,394,2274,2,19,2,80,98,94,76,148
41041951400,Oregon,Lincoln County,1,2944,1143,0,6,0.20,0,0,0,16.4,61629,1,1,0,1091,406,1091,37.06,406,13.80,246,8.35,170,5.77,1004,34.09,4,0.12,6,0.22,0,0.00,31,1.07,46,1.56,34,1.15,10,0.88,111,9.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1239,704,371,2667,22,12,2,102,139,135,41,310
41041951500,Oregon,Lincoln County,0,2417,1199,0,0,0.00,0,0,1,12.6,56667,0,0,0,32,9,2101,86.95,747,30.91,220,9.12,636,26.31,1988,82.25,4,0.15,12,0.48,2,0.07,19,0.80,77,3.19,49,2.04,61,5.09,229,19.11,32,1.33,9,0.37,4,0.16,7,0.30,31,1.29,0,0.00,0,0.00,0,0.00,0,0.02,1,0.02,0,0.01,1,0.12,3,0.29,954,254,743,2291,4,16,2,21,83,54,95,290
41041951600,Oregon,Lincoln County,0,3519,1670,0,4,0.11,0,0,1,20.7,54345,0,0,0,NA,NA,2042,58.03,919,26.12,315,8.95,544,15.47,1902,54.04,8,0.22,19,0.55,5,0.13,36,1.01,73,2.07,61,1.73,54,3.25,272,16.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545,548,901,3244,16,34,9,51,165,107,168,441
41041951700,Oregon,Lincoln County,0,2017,937,0,245,12.15,0,0,0,11.8,59891,0,0,0,277,95,1318,65.34,451,22.35,167,8.30,269,13.36,1209,59.93,23,1.14,10,0.49,2,0.10,32,1.58,42,2.09,65,3.20,25,2.63,99,10.59,277,13.73,95,4.70,32,1.59,65,3.22,248,12.30,3,0.15,2,0.10,0,0.00,6,0.30,18,0.89,21,1.04,7,0.70,26,2.82,640,203,554,1875,24,14,2,44,58,98,42,169
41041951800,Oregon,Lincoln County,0,3808,1468,0,20,0.53,1,0,1,20.3,49524,1,0,1,550,300,2088,54.84,1089,28.61,378,9.92,356,9.35,1897,49.82,1,0.03,10,0.26,2,0.06,84,2.21,93,2.45,52,1.37,29,1.95,234,15.96,550,14.44,300,7.89,102,2.69,106,2.77,520,13.65,0,0.00,7,0.18,0,0.00,1,0.02,23,0.59,13,0.35,0,0.00,64,4.33,1900,847,572,2910,6,15,5,576,296,141,58,417
41043020100,Oregon,Linn County,1,9124,3513,0,9,0.10,0,0,0,9.2,74503,1,1,0,4755,1165,4755,52.11,1165,12.77,1052,11.53,732,8.03,4376,47.96,12,0.14,56,0.62,0,0.00,58,0.63,252,2.76,315,3.45,18,0.50,284,8.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2540,2166,1196,8265,45,108,3,129,574,697,54,626
41043020200,Oregon,Linn County,1,1834,795,0,0,0.00,0,0,0,19.2,65208,1,1,0,1834,752,1834,100.00,752,41.03,332,18.10,210,11.45,1689,92.09,5,0.27,33,1.80,7,0.38,15,0.82,85,4.63,104,5.67,28,3.53,124,15.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,332,210,1689,5,33,7,15,85,104,31,137
41043020300,Oregon,Linn County,1,7095,2759,0,93,1.31,0,1,0,5.4,80795,1,1,0,6269,1478,6269,88.36,1478,20.83,1648,23.23,697,9.82,5644,79.55,28,0.39,130,1.84,6,0.08,38,0.53,424,5.98,525,7.40,208,7.53,237,8.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1447,1804,828,6420,29,142,7,44,453,538,235,277
41043020400,Oregon,Linn County,1,4256,1714,0,78,1.83,0,1,1,28.0,49091,0,0,0,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2107,1007,392,3709,30,30,6,87,394,525,256,619
41043020500,Oregon,Linn County,1,3783,1654,0,72,1.90,0,0,1,15.0,50511,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1634,798,753,3234,17,62,6,46,418,537,189,319
41043020600,Oregon,Linn County,1,8452,3440,0,126,1.49,0,1,0,8.2,73563,1,1,0,4032,1151,4032,47.70,1151,13.62,844,9.98,1056,12.50,3688,43.64,18,0.22,63,0.74,4,0.05,34,0.41,223,2.64,307,3.63,155,4.51,273,7.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2464,2082,1620,7489,53,126,19,78,687,954,235,552
41043020700,Oregon,Linn County,1,5485,2104,0,120,2.19,1,0,1,15.2,50307,1,1,0,5454,2231,5454,99.43,2231,40.68,1407,25.65,648,11.81,4706,85.79,49,0.89,39,0.71,15,0.27,70,1.28,575,10.49,699,12.75,58,2.75,484,22.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2424,1414,653,4731,49,39,15,70,581,705,58,498
41043020801,Oregon,Linn County,1,2500,923,0,288,11.52,0,0,1,25.6,48779,0,0,0,56,33,56,2.22,33,1.33,19,0.75,4,0.16,44,1.75,0,0.00,0,0.00,0,0.00,2,0.07,10,0.40,13,0.52,1,0.14,5,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1263,564,223,2113,16,23,3,49,296,397,91,278
41043020802,Oregon,Linn County,1,6064,2252,0,47,0.78,1,0,1,24.1,44531,1,1,0,1835,667,1835,30.27,667,11.00,569,9.39,133,2.20,1501,24.76,13,0.22,16,0.26,7,0.11,24,0.39,275,4.53,378,6.23,31,1.37,230,10.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3175,1800,491,4892,72,47,16,93,944,1312,94,840
41043030100,Oregon,Linn County,0,5937,2196,0,32,0.54,0,0,0,13.5,62100,0,0,0,0,0,4764,80.25,1554,26.17,1049,17.66,904,15.22,4471,75.31,12,0.20,22,0.37,5,0.08,71,1.20,184,3.09,175,2.94,15,0.70,201,9.15,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,2015,1360,1088,5555,15,27,6,90,244,209,22,248
41043030200,Oregon,Linn County,0,6644,2502,0,12,0.18,0,0,0,11.7,67295,0,0,0,58,17,4907,73.86,1182,17.80,1093,16.45,871,13.12,4581,68.95,11,0.17,35,0.53,10,0.15,58,0.87,212,3.19,205,3.09,5,0.19,325,12.97,58,0.87,17,0.26,3,0.05,18,0.28,57,0.86,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,1,0.02,0,0.02,5,0.21,2026,1559,1123,6185,19,44,21,85,290,345,56,431
41043030300,Oregon,Linn County,0,2331,913,0,8,0.34,0,0,0,9.2,59674,0,0,0,354,115,2331,100.00,637,27.31,462,19.82,453,19.43,2182,93.61,11,0.47,4,0.17,0,0.00,30,1.29,104,4.46,63,2.70,10,1.05,142,15.53,354,15.17,115,4.93,50,2.14,78,3.36,331,14.19,0,0.00,0,0.00,0,0.00,4,0.19,19,0.79,14,0.60,0,0.01,25,2.71,638,462,453,2182,11,4,0,30,104,63,11,136
41043030401,Oregon,Linn County,0,6432,2407,0,55,0.86,0,0,1,18.3,51858,0,0,0,NA,NA,2800,43.53,905,14.07,614,9.54,534,8.30,2647,41.15,6,0.09,8,0.12,5,0.08,38,0.60,96,1.49,92,1.43,9,0.37,272,11.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2810,1577,1073,6042,14,32,9,93,242,254,48,655
41043030402,Oregon,Linn County,1,6687,2623,0,33,0.49,1,1,1,15.5,51344,1,1,0,3145,1556,3145,47.02,1556,23.27,717,10.72,639,9.55,2951,44.13,7,0.10,16,0.24,4,0.05,41,0.61,126,1.88,131,1.96,123,4.68,404,15.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2998,1607,1246,6251,15,61,9,88,263,292,304,871
41043030500,Oregon,Linn County,0,4180,1637,0,0,0.00,0,0,0,13.2,63939,1,0,1,1105,370,4180,100.00,1407,33.66,938,22.44,682,16.32,3931,94.04,21,0.50,21,0.50,2,0.05,36,0.86,169,4.04,164,3.92,78,4.76,266,16.25,1105,26.44,370,8.86,259,6.19,182,4.36,1055,25.25,4,0.09,5,0.12,0,0.00,4,0.10,36,0.87,41,0.99,8,0.51,70,4.30,1504,938,682,3931,21,21,2,36,169,164,79,281
41043030600,Oregon,Linn County,0,6694,2349,0,42,0.63,0,0,0,14.8,60563,1,0,1,1464,375,6694,99.99,2225,33.25,1903,28.43,739,11.04,6164,92.08,28,0.42,29,0.43,7,0.10,63,0.94,403,6.02,474,7.08,72,3.08,362,15.39,1464,21.88,375,5.60,416,6.21,152,2.27,1366,20.41,6,0.09,7,0.10,1,0.01,8,0.12,76,1.14,87,1.30,8,0.33,76,3.24,2441,1903,739,6164,28,29,7,63,403,474,74,385
41043030700,Oregon,Linn County,0,4019,1628,0,3,0.07,0,0,0,5.7,75795,0,0,0,NA,NA,3937,97.95,1028,25.57,804,20.01,810,20.16,3636,90.47,4,0.10,36,0.90,4,0.10,33,0.82,223,5.56,220,5.47,14,0.86,175,10.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968,818,833,3712,4,39,4,33,227,225,14,176
41043030800,Oregon,Linn County,1,7779,3085,0,157,2.02,1,1,1,14.8,53158,1,1,0,4161,1808,4161,53.49,1808,23.24,1009,12.97,640,8.22,3815,49.04,20,0.26,33,0.43,4,0.05,70,0.90,218,2.81,250,3.21,116,3.74,296,9.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3941,1847,1294,7152,29,65,10,122,401,463,312,617
41043030902,Oregon,Linn County,1,7338,2709,0,16,0.22,0,1,0,9.9,65640,1,1,0,5360,1515,5360,73.04,1515,20.65,1090,14.85,980,13.36,4990,68.00,9,0.12,38,0.52,2,0.03,79,1.07,242,3.30,223,3.04,82,3.03,387,14.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119,1679,1251,6717,29,53,4,112,423,385,117,533
41043030903,Oregon,Linn County,1,6003,2435,0,24,0.40,0,0,1,21.8,58232,0,0,0,96,17,96,1.61,17,0.28,19,0.32,21,0.34,95,1.58,0,0.00,0,0.00,0,0.00,0,0.00,1,0.02,4,0.06,1,0.04,10,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2211,1453,1188,5582,18,59,7,64,273,293,255,601
41043030904,Oregon,Linn County,1,4035,1566,0,12,0.30,1,0,1,22.0,67843,1,1,0,547,191,547,13.57,191,4.74,105,2.61,148,3.67,508,12.58,0,0.01,3,0.07,1,0.02,12,0.29,24,0.59,25,0.61,9,0.59,57,3.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806,1003,655,3654,15,67,1,61,237,191,116,437
41045970200,Oregon,Malheur County,0,4579,1732,0,18,0.39,0,0,1,21.1,53913,0,0,0,NA,NA,1355,29.60,508,11.09,367,8.02,250,5.46,1132,24.73,12,0.26,12,0.26,0,0.00,9,0.19,191,4.16,311,6.78,11,0.64,105,6.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2163,1250,879,3570,25,128,0,40,816,1252,171,378
41045970300,Oregon,Malheur County,1,4090,1685,0,155,3.79,0,0,1,25.0,44200,0,0,0,283,147,283,6.91,147,3.60,78,1.91,47,1.14,213,5.20,0,0.00,14,0.33,0,0.00,0,0.00,56,1.38,103,2.52,10,0.60,33,1.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2128,937,776,3327,24,124,7,30,578,1083,303,561
41045970400,Oregon,Malheur County,1,5426,1817,0,90,1.66,1,1,1,35.5,35000,1,1,0,691,403,691,12.74,403,7.43,230,4.24,85,1.57,420,7.74,4,0.07,8,0.15,0,0.01,15,0.28,244,4.50,371,6.83,23,1.24,126,6.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2865,1863,500,3131,38,44,8,100,2105,3155,167,927
41045970500,Oregon,Malheur County,0,5137,1716,0,38,0.74,0,0,0,19.8,58358,0,0,0,NA,NA,1706,33.22,616,11.99,453,8.82,257,5.01,1412,27.49,6,0.12,29,0.56,0,0.00,25,0.48,235,4.57,457,8.89,17,0.96,180,10.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2059,1631,706,3614,16,72,0,50,1385,2479,77,499
41045970600,Oregon,Malheur County,0,4462,1602,0,117,2.62,0,0,1,21.0,55417,0,0,0,369,187,2371,53.14,1126,25.24,608,13.64,416,9.33,2131,47.76,0,0.00,34,0.75,2,0.04,26,0.58,179,4.00,232,5.21,13,0.81,184,11.49,369,8.27,187,4.20,99,2.22,71,1.58,280,6.28,0,0.00,13,0.29,0,0.00,13,0.29,63,1.42,82,1.83,2,0.12,28,1.74,1914,1195,783,3953,5,44,8,53,399,684,57,331
41045970700,Oregon,Malheur County,0,1720,651,0,6,0.35,0,0,1,15.1,56542,0,0,0,89,32,1720,100.00,621,36.10,445,25.87,341,19.83,1567,91.10,0,0.00,26,1.51,0,0.00,4,0.23,123,7.15,290,16.86,12,1.82,92,14.09,89,5.16,32,1.86,17,0.99,16,0.95,85,4.96,0,0.00,2,0.12,0,0.00,0,0.00,1,0.08,6,0.32,1,0.09,5,0.72,600,445,341,1567,0,26,0,4,123,290,12,93
41045970900,Oregon,Malheur County,0,5899,1208,0,2927,49.62,0,0,0,14.3,62222,1,0,1,1362,528,5778,97.94,2045,34.66,660,11.20,685,11.62,5012,84.96,260,4.41,89,1.50,7,0.12,85,1.44,325,5.51,892,15.12,31,2.56,136,11.23,1362,23.10,528,8.95,303,5.14,285,4.83,1230,20.85,3,0.05,9,0.14,6,0.10,17,0.29,98,1.66,124,2.10,19,1.55,70,5.77,987,683,709,5110,262,89,7,87,344,924,29,125
